BLG40-10,20780,Джигурово,,2
BLG40-14,36693,Катунци,,2
BLG40-20,43181,Лебница,,770
BLG40-21,43243,Левуново,,2
BLG40-23,43565,Лешница,,2
BLG40-29,52074,Ново Делчево,,2
BLG40-31,56174,Петрово,,2
BLG40-34,56839,Плоски,,2
BLG40-35,57176,Поленица,,2
BLG40-37,66785,Склаве,,2
BLG40-39,69938,Струма,,2
BLG42-01,04707,Боголин,,2
BLG42-02,10046,Ваклиново,,2
BLG42-03,12499,Вълкосел,,2
BLG42-04,15312,Годешево,,2
BLG42-05,21868,Долен,,2
BLG42-06,29372,Жижево,,2
BLG42-07,39089,Кочан,,2
BLG42-08,39726,Крибул,,2
BLG42-09,54225,Осина,,2
BLG42-10,56740,Плетена,,2
BLG42-11,67270,Слащен,,2
BLG42-12,73519,Туховища,,2
BLG42-13,76203,Фъргово,,2
BLG44-01,06238,Брежани,,2
BLG44-03,22753,Долно Осеново,,2
BLG44-06,40052,Крупник,,2
BLG44-07,57162,Полена,,2
BLG44-08,57203,Полето,,2
BLG44-11,81013,Черниче,,2
BLG49-07,32665,Илинденци,,2
BLG49-12,49686,Микрево,,2
BLG52-01,00014,Абланица,,1486
BLG52-02,03976,Беслен,,2
BLG52-03,04399,Блатска,,2
BLG52-06,38532,Копривлен,,2
BLG52-09,52101,Ново Лески,,2
BLG52-12,65108,Садово,,2
BLG52-13,72268,Теплен,,660
BLG53-01,00059,Аврамово,,2
BLG53-02,03561,Бел камен,,2
BLG53-03,07822,Бунцево,,2
BLG53-04,32603,Смолево,,2
BLG53-05,38220,Конарско,,2
BLG53-06,81850,Черна Места,,2
BLG53-07,86101,Юруково,,2
DOB03-03,18160,Гурково,,2
DOB03-07,39459,Кранево,,2
DOB03-09,44882,Ляхово,,2
DOB03-11,53120,Оброчище,,2
DOB03-14,66250,Сенокос,,2
DOB03-15,67951,Соколово,,2
DOB03-16,69643,Стражица,,2
DOB12-04,10183,Василево,,2
DOB12-13,34045,Йовково,,2
DOB12-15,36467,Кардам,,2
DOB12-19,40885,Къпиново,,2
DOB12-21,44714,Люляково,,2
DOB12-27,58414,Присад,,2
DOB12-28,58832,Пчеларово,,2
DOB12-32,63094,Росица,,2
DOB12-36,68196,Спасово,,2
DOB15-02,00429,Алцек,,660
DOB15-03,02871,Батово,,2
DOB15-05,03860,Бенковски,,2
DOB15-07,05061,Божурово,,2
DOB15-08,06104,Бранище,,660
DOB15-09,10307,Ведрина,,2
DOB15-11,11781,Воднянци,,660
DOB15-17,21083,Победа,,2
DOB15-20,22988,Дончево,,2
DOB15-23,27468,Енево,,2
DOB15-24,29489,Житница,,2
DOB15-27,36419,Карапелит,,2
DOB15-28,37808,Козлодуйци,,2
DOB15-31,43431,Лясково,,660
DOB15-32,43997,Ловчанци,,2
DOB15-33,44272,Ломница,,660
DOB15-38,53210,Овчарово,,2
DOB15-40,53450,Одърци,,2
DOB15-43,55511,Паскалево,,2
DOB15-44,56695,Плачидол,,2
DOB15-45,57087,Подслон,,660
DOB15-55,67622,Смолница,,2
DOB15-58,69242,Стефаново,,2
DOB15-59,69300,Стожер,,2
DOB15-62,76064,Фелдфебел Денково,,2
DOB15-64,78152,Царевец,,660
DOB15-65,80769,Черна,,2
DOB17-01,03318,Белгун,,2
DOB17-04,07257,Българево,,2
DOB17-15,66281,Септемврийци,,2
DOB20-03,04193,Бистрец,,660
DOB20-06,27656,Ефрейтор Бакалово,,660
DOB20-09,38618,Коритен,,660
DOB20-10,44104,Лозенец,,2
DOB20-11,57234,Полковник Дяково,,660
DOB20-14,65913,Северци,,660
DOB20-15,72196,Телериг,,2
DOB27-02,02405,Балик,,2
DOB27-03,03215,Безмер,,2
DOB27-04,04916,Божан,,2
DOB27-05,05342,Бонево,,2
DOB27-07,14982,Главанци,,2
DOB27-08,17590,Градница,,2
DOB27-09,18191,Гуслар,,2
DOB27-10,29035,Жегларци,,2
DOB27-11,31396,Зърнево,,2
DOB27-12,35050,Каблешково,,2
DOB27-14,38025,Коларци,,2
DOB27-17,51812,Нова Камена,,2
DOB27-19,53953,Орляк,,2
DOB27-20,57265,Полковник Савово,,2
DOB27-21,57563,Попгруево,,2
DOB27-23,81270,Честименско,,2
DOB29-06,24102,Дуранкулак,,2
GAB05-10,23159,Драгановци,,2
GAB05-23,57675,Поповци,,2
GAB05-28,87120,Яворец,,2
GAB12-02,12677,Царева ливада,,2
GAB29-01,00103,Агатово,,2
GAB29-02,02885,Батошево,,2
GAB29-05,04555,Богатово,,2
GAB29-07,16376,Горна Росица,,2
GAB29-09,17587,Градница,,2
GAB29-10,20119,Дамяново,,2
GAB29-11,21628,Добромирка,,2
GAB29-12,24178,Душево,,2
GAB29-15,38652,Кормянско,,2
GAB29-16,39431,Крамолин,,2
GAB29-17,40141,Крушево,,2
GAB29-23,56037,Петко Славейков,,2
GAB29-24,63673,Ряховците,,2
GAB29-25,66216,Сенник,,2
GAB29-32,83497,Шумата,,2
GAB35-04,56719,Плачковци,,2
HKV09-02,06547,Брод,,2
HKV09-07,17141,Горски извор,,2
HKV09-09,21539,Добрич,,2
HKV09-12,31156,Златополе,,2
HKV09-13,36573,Каснаково,,2
HKV09-14,39668,Крепост,,2
HKV09-15,39966,Крум,,2
HKV09-17,47843,Меричлери,,2
HKV09-18,61368,Радиево,,2
HKV09-21,66831,Скобелево,,2
HKV09-22,68669,Сталево,,2
HKV09-23,69691,Странско,,2
HKV09-25,81092,Черногорово,,2
HKV09-26,87076,Ябълково,,2
HKV11-01,03681,Белополци,,660
HKV11-04,18054,Гугутка,,660
HKV11-07,29101,Железино,,660
HKV11-16,56633,Планинец,,660
HKV11-20,65704,Свирачи,,2
HKV17-05,44077,Лозен,,2
HKV17-06,46574,Малко градище,,2
HKV18-04,22375,Долни Главанак,,660
HKV18-05,22856,Долно Съдиево,,660
HKV18-12,72792,Тополово,,660
HKV19-01,00446,Ангел войвода,,2
HKV19-02,05983,Боян Ботево,,2
HKV19-04,11106,Винево,,2
HKV19-05,36325,Караманци,,2
HKV19-09,70250,Сусам,,2
HKV19-10,70651,Сърница,,2
HKV19-11,72103,Татарево,,2
HKV28-03,36110,Капитан Андреево,,2
HKV28-04,43205,Левка,,2
HKV28-07,48979,Момково,,2
HKV28-13,70055,Студена,,2
HKV29-06,65721,Свирково,,2
HKV30-03,11692,Воденци,,660
HKV30-11,29550,Жълти бряг,,2
HKV30-12,02436,Балкан,,395
HKV30-13,07781,Бял кладенец,,395
HKV30-14,15093,Гледка,,395
HKV30-15,15775,Голям извор,,395
HKV30-16,22575,Долно Ботево,,395
HKV30-17,22887,Долно Черковище,,395
HKV30-18,30908,Зимовина,,395
HKV30-19,44803,Лясковец,,395
HKV30-20,57618,Поповец,,395
HKV30-21,58815,Пчелари,,395
HKV30-22,65629,Светослав,,395
HKV30-26,46070,Маджари,,660
HKV30-27,46899,Малък извор,,660
HKV30-29,61025,Рабово,,660
HKV30-30,66411,Силен,,660
HKV32-06,49219,Мрамор,,2
HKV32-07,53802,Орешник,,2
HKV32-08,53895,Орлов дол,,2
HKV32-11,61491,Радовец,,2
HKV32-13,66487,Синапово,,2
HKV32-14,68583,Срем,,2
HKV32-15,75191,Устрем,,2
HKV32-16,77325,Хлябово,,2
HKV33-01,04128,Бисер,,2
HKV33-02,05298,Болярски извор,,660
HKV33-04,07315,Българин,,2
HKV33-05,12810,Върбово,,660
HKV33-19,67101,Славяново,,2
HKV33-23,83377,Шишманово,,660
HKV34-02,06759,Брягово,,2
HKV34-03,11867,Войводово,,2
HKV34-04,12382,Въгларово,,2
HKV34-05,14550,Гарваново,,2
HKV34-06,15429,Големанци,,2
HKV34-08,18232,Гълъбец,,660
HKV34-09,21155,Динево,,2
HKV34-11,24949,Долно Големанци,,2
HKV34-12,27200,Елена,,2
HKV34-13,31365,Зорница,,660
HKV34-14,37321,Клокотница,,2
HKV34-15,37383,Книжовник,,2
HKV34-16,37770,Козлец,,2
HKV34-17,38399,Конуш,,2
HKV34-18,38580,Корен,,660
HKV34-19,39863,Криво поле,,2
HKV34-21,46293,Малево,,2
HKV34-23,47055,Мандра,,660
HKV34-24,47442,Маслиново,,660
HKV34-26,51891,Нова Надежда,,2
HKV34-27,53936,Орлово,,2
HKV34-30,68692,Стамболийски,,2
HKV34-32,72182,Текето,,660
HKV34-33,72953,Тракиец,,2
HKV34-34,75085,Узунджово,,2
HKV34-35,83288,Широка поляна,,660
JAM03-11,46958,Мамарчево,,2
JAM03-16,69208,Стефан Караджово,,2
JAM07-02,06001,Бояново,,2
JAM07-05,17748,Гранитово,,2
JAM07-08,32576,Изгрев,,2
JAM07-11,43459,Лесово,,2
JAM07-12,46797,Маломирово,,2
JAM07-13,46904,Малък манастир,,2
JAM07-14,47768,Мелница,,2
JAM07-15,58801,Пчела,,2
JAM22-04,11661,Воденичане,,2
JAM22-05,11908,Войника,,2
JAM22-07,30898,Зимница,,2
JAM22-09,32771,Иречеково,,2
JAM22-10,35794,Каменец,,2
JAM22-12,44118,Лозенец,,2
JAM25-02,03229,Безмер,,2
JAM25-04,05863,Ботево,,2
JAM25-05,05952,Бояджик,,2
JAM25-06,10776,Веселиново,,2
JAM25-08,15789,Голям манастир,,2
JAM25-10,23501,Дражево,,2
JAM25-13,30096,Завой,,2
JAM25-15,32740,Генерал Инзово,,1486
JAM25-16,35028,Кабиле,,2
JAM25-17,35609,Калчево,,2
JAM25-21,40018,Крумово,,2
JAM25-22,40484,Кукорево,,2
JAM25-23,46783,Маломир,,2
JAM25-27,48787,Могила,,2
JAM25-28,53299,Овчи кладенец,,2
JAM25-29,53480,Окоп,,2
JAM25-30,56873,Победа,,2
JAM25-32,62921,Роза,,2
JAM25-35,66737,Скалица,,2
JAM25-38,72240,Тенево,,2
JAM25-40,77030,Хаджидимитрово,,2
JAM25-41,77150,Ханово,,2
JAM25-42,80217,Чарган,,2
JAM25-45,37681,Козарево,,428
KNL04-06,15535,Големо село,,2
KNL04-13,48711,Мламолово,,2
KNL05-02,04314,Блажиево,,2
KNL05-08,67252,Слатино,,2
KNL05-10,75174,Усойка,,2
KNL27-06,49360,Мурсалево,,2
KNL27-07,57830,Пороминово,,2
KNL27-08,69261,Стоб,,2
KNL29-01,02138,Багренци,,2
KNL29-04,04796,Богослов,,685
KNL29-09,16198,Горна Гращица,,685
KNL29-11,17751,Граница,,2
KNL29-17,23282,Драговищица,,2
KNL29-18,29026,Жабокрът,,2
KNL29-19,29386,Жиленци,,2
KNL29-22,38432,Коняво,,2
KNL29-23,38474,Копиловци,,2
KNL29-24,44183,Лозно,,2
KNL29-30,52400,Николичевци,,685
KNL29-31,56378,Пиперков чифлик,,2
KNL29-39,67461,Слокощица,,2
KNL29-40,67790,Соволяно,,2
KNL29-46,83354,Шишковци,,2
KNL29-47,87062,Ябълково,,2
KNL31-01,10050,Ваксево,,2
KNL41-01,53254,Овчарци,,2
KNL41-02,62520,Ресилово,,2
KNL41-03,65379,Сапарево,,2
KNL48-01,02350,Баланово,,2
KNL48-02,04220,Бистрица,,2
KNL48-06,20763,Джерман,,2
KNL48-09,39339,Крайници,,2
KNL48-13,65245,Самораново,,2
KNL48-15,80491,Червен брег,,2
KNL48-16,87727,Яхиново,,2
KRZ02-01,00864,Ахрянско,,2
KRZ02-02,02991,Башево,,2
KRZ02-03,07747,Бял извор,,42
KRZ02-04,07925,Богатино,,2
KRZ02-06,16910,Горно Прахово,,2
KRZ02-07,18321,Гърбище,,2
KRZ02-08,22784,Долно Прахово,,2
KRZ02-10,29605,Жълтуша,,2
KRZ02-13,43270,Ленище,,2
KRZ02-16,48756,Млечино,,2
KRZ02-17,55124,Падина,,161
KRZ02-18,58013,Правдолюб,,2
KRZ02-20,65646,Светулка,,2
KRZ02-21,66562,Синчец,,2
KRZ02-25,77116,Брезен,,2
KRZ02-27,80176,Боровица,,2
KRZ02-28,81596,Чубрика,,2
KRZ02-30,87059,Ябълковец,,2
KRZ08-01,10389,Великденче,,2
KRZ08-02,11689,Воденичарско,,2
KRZ08-03,14647,Генерал Гешево,,2
KRZ08-04,21525,Добринци,,2
KRZ08-05,24195,Душинково,,2
KRZ08-06,29180,Желъдово,,2
KRZ08-07,37736,Козица,,1464
KRZ08-08,38371,Контил,,2
KRZ08-09,48622,Мишевско,,1834
KRZ08-10,55436,Папрат,,2
KRZ08-11,56589,Плазище,,2
KRZ08-12,57947,Поточе,,2
KRZ08-13,58387,Припек,,2
KRZ08-14,62654,Ридино,,2
KRZ08-15,62846,Рогозче,,2
KRZ08-16,67502,Слънчоглед,,2
KRZ08-17,72211,Телчарка,,1464
KRZ08-18,73715,Търновци,,1464
KRZ08-19,75201,Устрен,,2
KRZ08-21,80128,Чакалци,,2
KRZ08-22,84019,Щерна,,1464
KRZ14-01,00120,Върбен,,2
KRZ14-02,03825,Бенковски,,2
KRZ14-05,17138,Горски извор,,2
KRZ14-07,18558,Горно Кирково,,2
KRZ14-08,20554,Делвино,,660
KRZ14-09,20777,Джерово,,2
KRZ14-10,21631,Добромирци,,2
KRZ14-11,22678,Долно Къпиново,,660
KRZ14-12,22928,Домище,,660
KRZ14-13,23577,Дрангово,,2
KRZ14-14,24743,Дюлица,,660
KRZ14-15,30106,Завоя,,2
KRZ14-16,30140,Загорски,,660
KRZ14-17,36748,Каялоба,,660
KRZ14-18,37071,Китна,,2
KRZ14-19,39445,Кран,,660
KRZ14-20,39877,Крилатица,,660
KRZ14-22,40988,Кърчовско,,660
KRZ14-24,46680,Малкоч,,660
KRZ14-25,47531,Медевци,,660
KRZ14-27,49480,Мъглене,,660
KRZ14-29,54393,Островец,,660
KRZ14-31,57039,Подкова,,660
KRZ14-32,58178,Пресека,,660
KRZ14-33,62236,Растник,,660
KRZ14-34,65214,Самодива,,660
KRZ14-35,65228,Самокитка,,660
KRZ14-37,68953,Старово,,660
KRZ14-38,69482,Стоманци,,660
KRZ14-40,72463,Тихомир,,2
KRZ14-41,76159,Фотиново,,2
KRZ14-42,80090,Чакаларово,,2
KRZ14-43,81493,Чичево,,660
KRZ14-44,81565,Чорбаджийско,,2
KRZ14-45,83449,Шопци,,2
KRZ14-46,83538,Шумнатица,,2
KRZ15-01,00093,Аврен,,2
KRZ15-02,02141,Багрилци,,660
KRZ15-03,06906,Бук,,2
KRZ15-04,12190,Вранско,,2
KRZ15-05,15713,Голяма Чинка,,660
KRZ15-07,15878,Голямо Каменяне,,660
KRZ15-08,16287,Горна кула,,2
KRZ15-10,17868,Гривка,,660
KRZ15-11,18071,Гулийка,,2
KRZ15-15,20732,Джанка,,660
KRZ15-16,22157,Долна кула,,660
KRZ15-17,27036,Егрек,,2
KRZ15-18,30538,Звънарка,,2
KRZ15-19,36021,Кандилка,,660
KRZ15-20,37558,Ковил,,660
KRZ15-21,39565,Красино,,660
KRZ15-22,40823,Къклица,,660
KRZ15-23,43596,Лещарка,,660
KRZ15-25,44344,Луличка,,660
KRZ15-26,46601,Малко Каменяне,,660
KRZ15-27,46872,Малък Девесил,,2
KRZ15-28,47860,Метлика,,660
KRZ15-29,49103,Морянци,,660
KRZ15-30,53206,Овчари,,660
KRZ15-32,57062,Подрумче,,660
KRZ15-33,57248,Полковник Желязово,,2
KRZ15-34,57950,Поточница,,2
KRZ15-36,62774,Рогач,,2
KRZ15-38,66545,Синигер,,660
KRZ15-39,67297,Сливарка,,660
KRZ15-41,69688,Странджево,,2
KRZ15-42,70104,Студен кладенец,,660
KRZ15-43,72429,Тинтява,,660
KRZ15-44,72610,Токачка,,660
KRZ15-45,55614,Пашинци,,2
KRZ15-46,77428,Храстово,,660
KRZ15-47,80145,Чал,,660
KRZ15-48,81027,Черничево,,660
KRZ15-49,81205,Чернооки,,660
KRZ15-52,54821,Орех,,1694
KRZ16-01,03006,Бащино,,660
KRZ16-02,03499,Бели пласт,,660
KRZ16-03,05205,Бойно,,300
KRZ16-04,10358,Велешани,,660
KRZ16-05,11243,Висока поляна,,660
KRZ16-06,12053,Воловарци,,660
KRZ16-07,15216,Глухар,,2
KRZ16-08,16267,Горна крепост,,660
KRZ16-09,24462,Дъждовница,,660
KRZ16-10,27512,Енчец,,2
KRZ16-11,29407,Жинзифово,,2
KRZ16-12,30524,Звиница,,2
KRZ16-13,35540,Калоянци,,2
KRZ16-14,37438,Кобиляне,,660
KRZ16-15,38282,Конево,,2
KRZ16-16,38981,Костино,,2
KRZ16-17,41085,Кьосево,,660
KRZ16-18,46214,Македонци,,2
KRZ16-19,48074,Миладиново,,2
KRZ16-20,49120,Мост,,2
KRZ16-21,49343,Мургово,,660
KRZ16-23,53638,Опълченско,,2
KRZ16-24,54403,Островица,,2
KRZ16-25,55823,Пеньово,,660
KRZ16-26,55885,Перперек,,2
KRZ16-27,56928,Повет,,660
KRZ16-28,58342,Прилепци,,660
KRZ16-29,62195,Рани лист,,2
KRZ16-30,62445,Резбарци,,2
KRZ16-31,65975,Седловина,,660
KRZ16-32,66603,Сипей,,2
KRZ16-33,66740,Скалище,,2
KRZ16-34,66754,Скална глава,,660
KRZ16-35,68014,Солище,,2
KRZ16-37,69852,Стремци,,558
KRZ16-38,80594,Черешица,,660
KRZ16-39,81362,Чилик,,558
KRZ16-40,81462,Чифлик,,660
KRZ16-41,83315,Широко поле,,2
KRZ16-43,39342,Крайно село,,660
KRZ16-44,30466,Звезделина,,2
KRZ16-45,67982,Соколяне,,558
KRZ16-46,73136,Три могили,,558
KRZ16-47,78149,Царевец,,558
KRZ16-48,87672,Ястреб,,558
KRZ16-49,44700,Люляково,,558
KRZ21-01,02155,Багрянка,,1449
KRZ21-04,12293,Врело,,1357
KRZ21-06,17988,Груево,,2
KRZ21-08,20755,Джелепско,,1357
KRZ21-09,30154,Загорско,,1357
KRZ21-10,30452,Звездел,,1359
KRZ21-11,36350,Карамфил,,1357
KRZ21-12,38409,Конче,,1357
KRZ21-13,43102,Лале,,2
KRZ21-14,51097,Нановица,,2
KRZ21-15,51473,Неофит Бозвелиево,,2
KRZ21-16,56575,Пиявец,,1357
KRZ21-17,58757,Птичар,,1357
KRZ21-18,61063,Равен,,2
KRZ21-20,65944,Седефче,,1357
KRZ21-21,65961,Седлари,,1357
KRZ21-22,66500,Синделци,,1357
KRZ21-23,67882,Соколино,,2
KRZ21-24,80087,Чайка,,1357
KRZ21-26,81734,Чуково,,1357
KRZ21-27,86030,Върхари,,1357
KRZ21-29,57892,Постник,,1357
KRZ21-30,00828,Ауста,,1358
KRZ21-31,55169,Пазарци,,1359
KRZ21-32,59361,Прогрес,,1464
KRZ35-02,03410,Бели вир,,2
KRZ35-03,14221,Габрово,,2
KRZ35-04,20167,Даскалово,,660
KRZ35-05,23114,Драганово,,2
KRZ35-06,24774,Дядовско,,660
KRZ35-07,29132,Железник,,2
KRZ35-09,29461,Житница,,2
KRZ35-12,38176,Комунига,,2
KRZ35-13,44820,Лясково,,2
KRZ35-14,48307,Минзухар,,2
KRZ35-15,52153,Новоселище,,660
KRZ35-17,55395,Паничково,,2
KRZ35-18,55568,Патица,,660
KRZ35-19,55960,Петелово,,660
KRZ35-21,65841,Свободиново,,2
KRZ35-22,87165,Яворово,,660
LOV17-01,17244,Горско Сливово,,2
LOV17-02,40261,Крушуна,,2
LOV18-02,00299,Александрово,,2
LOV18-03,02935,Баховица,,2
LOV18-11,21823,Дойренци,,2
LOV18-18,43829,Лисец,,2
LOV18-19,46396,Малиново,,2
LOV18-23,67060,Славяни,,2
LOV18-24,67218,Слатина,,2
LOV18-28,69523,Радювене,,2
LOV19-01,03143,Бежаново,,2
LOV19-02,03373,Беленци,,2
LOV19-03,20688,Дерманци,,2
LOV19-05,36511,Карлуково,,2
LOV19-06,43058,Торос,,2
LOV19-07,56099,Петревене,,2
LOV19-09,63327,Румянцево,,2
LOV19-10,72552,Тодоричене,,2
LOV19-11,85010,Ъглен,,2
LOV33-01,07357,Български извор,,2
LOV33-04,14386,Галата,,2
LOV33-05,15148,Глогово,,2
LOV33-06,15165,Гложене,,1378
LOV33-07,15758,Голям извор,,1378
LOV33-08,17419,Градежница,,2
LOV33-11,62579,Рибарица,,1378
LOV33-12,80902,Черни Вит,,2
LOV34-03,03486,Бели Осъм,,2
LOV34-05,05445,Борима,,2
LOV34-06,12108,Врабево,,1827
LOV34-07,15703,Голяма Желязна,,2
LOV34-10,20300,Дебнево,,2
LOV34-13,35290,Калейца,,2
LOV34-15,53707,Орешак,,1827
LOV34-19,80981,Черни Осъм,,1827
LOV34-21,83212,Шипково,,2
LOV36-04,36662,Катунец,,2
LOV36-05,36943,Кирчево,,2
LOV36-06,43325,Лесидрен,,2
LOV38-02,06450,Брестница,,2
LOV38-04,21381,Добревци,,2
LOV38-06,31098,Златна Панега,,2
MON02-04,05654,Боровци,,2
MON02-05,07510,Бързия,,2
MON02-07,30301,Замфирово,,2
MON04-03,11418,Владимирово,,2
MON04-04,17943,Громшин,,2
MON04-05,27557,Ерден,,2
MON04-07,43517,Лехчево,,2
MON04-08,46036,Мадан,,2
MON04-09,49607,Мърчево,,2
MON04-10,54496,Охрид,,2
MON04-13,57844,Портитовци,,436
MON07-02,10255,Василовци,,2
MON07-03,22945,Дондуково,,2
MON07-07,39743,Крива бара,,2
MON07-08,67564,Смирненски,,2
MON11-03,16184,Септемврийци,,2
