ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
62637,?.,???????,SML,SML27,SML27-08,3,7,7,1873,20,4026
62640,?.,???????,BLG,BLG13,BLG13-12,3,5,8,1873,01,4027
62654,?.,??????,KRZ,KRZ08,KRZ08-14,3,7,5,1873,08,4028
62668,?.,??????,KRZ,KRZ16,KRZ16-09,3,8,5,1873,08,4029
62671,??.,????,KNL,KNL38,KNL38-00,1,4,6,1873,09,4030
62685,???.,?????? ????????,KNL,KNL38,KNL38-00,7,8,8,1873,09,4031
62699,?.,?????,BLG,BLG03,BLG03-19,3,5,5,1873,01,4032
62712,?.,??????????,SZR,SZR27,SZR27-00,3,8,3,1873,23,4033
62726,?.,????,GAB,GAB12,GAB12-00,3,8,5,1873,07,4034
62732,?.,???,SHU,SHU25,SHU25-07,3,6,4,1873,27,4035
62757,?.,??????,JAM,JAM25,JAM25-00,3,7,3,1873,28,4036
62760,?.,??????,SML,SML31,SML31-00,3,8,7,1873,20,4037
62774,?.,?????,KRZ,KRZ15,KRZ15-36,3,7,5,1873,08,4038
62788,?.,????????,DOB,DOB03,DOB03-00,3,6,3,1873,24,4039
62791,?.,??????,VID,VID33,VID33-06,3,8,3,1873,05,4040
62801,?.,????????,KRZ,KRZ08,KRZ08-01,3,8,5,1873,08,4041
62815,?.,???????,VRC,VRC35,VRC35-05,3,6,3,1873,06,4042
62829,?.,????????,DOB,DOB12,DOB12-00,3,7,3,1873,24,4043
62832,?.,??????????,HKV,HKV33,HKV33-00,3,7,3,1873,26,4044
62846,?.,???????,KRZ,KRZ08,KRZ08-15,3,7,5,1873,08,4045
62858,?.,?????,PDV,PDV17,PDV17-13,3,4,3,1873,15,4046
62877,?.,??????,VTR,VTR14,VTR14-07,3,7,4,1873,04,4048
62880,?.,??????,HKV,HKV34,HKV34-00,3,7,3,1873,26,4049
62894,?.,????????,KRZ,KRZ02,KRZ02-01,3,8,7,1873,08,4050
62904,?.,??????,BGS,BGS18,BGS18-22,3,7,5,1873,02,4051
63714,?.,?????????,KRZ,KRZ08,KRZ08-08,3,8,7,1873,08,4052
62918,?.,?????,BLG,BLG40,BLG40-00,3,8,6,1873,01,4053
62921,?.,????,JAM,JAM25,JAM25-32,3,5,3,1873,28,4054
62935,?.,??????,HKV,HKV11,HKV11-00,3,8,5,1873,26,4055
62949,?.,??????,PDV,PDV13,PDV13-22,3,4,6,1873,15,4056
62966,?.,???????,PDV,PDV07,PDV07-00,3,7,5,1873,15,4057
62973,?.,??????,PAZ,PAZ06,PAZ06-06,3,6,6,1873,12,4058
62983,?.,??????,SZR,SZR12,SZR12-12,3,5,5,1873,23,4059
62997,??.,?????,VRC,VRC32,VRC32-00,1,4,3,1873,06,4060
63001,?.,?????,SFO,SFO09,SFO09-00,3,8,7,1873,22,4061
63029,?.,?????,BGS,BGS21,BGS21-14,3,5,2,1873,02,4062
63032,?.,?????,PAZ,PAZ19,PAZ19-22,3,6,4,1873,12,4063
63046,?.,?????,DOB,DOB12,DOB12-00,3,8,3,1873,24,4064
63055,?.,????????,BGS,BGS06,BGS06-00,3,8,3,1873,02,4065
63063,?.,????????,DOB,DOB15,DOB15-00,3,7,4,1873,24,4066
63077,?.,??????,TGV,TGV35,TGV35-50,3,7,5,1873,25,4067
63080,?.,??????,VTR,VTR22,VTR22-00,3,7,3,1873,04,4068
63094,?.,??????,DOB,DOB12,DOB12-32,3,6,3,1873,24,4069
63104,?.,??????,TGV,TGV22,TGV22-27,3,8,5,1873,25,4070
63118,?.,?????,VTR,VTR14,VTR14-00,3,8,2,1873,04,4071
63121,?.,???????,SFO,SFO06,SFO06-00,3,8,7,1873,22,4072
63687,?.,???????,PAZ,PAZ08,PAZ08-13,3,7,8,1873,12,4073
63135,?.,????,VAR,VAR16,VAR16-12,3,7,4,1873,03,4074
63152,?.,???????,PER,PER32,PER32-16,3,5,7,1873,13,4075
63166,?.,??????,BGS,BGS18,BGS18-00,3,7,5,1873,02,4076
63170,?.,??????,KRZ,KRZ16,KRZ16-19,3,7,4,1873,08,4077
63183,?.,??????,BGS,BGS04,BGS04-11,3,5,2,1873,02,4078
63197,?.,??????,VAR,VAR13,VAR13-12,3,6,3,1873,03,4079
63207,??.,???????,SML,SML27,SML27-00,1,4,6,1873,20,4080
63210,?.,??????,GAB,GAB35,GAB35-00,3,8,6,1873,07,4081
63224,?.,????,BGS,BGS18,BGS18-00,3,4,3,1873,02,4082
63238,?.,????,PDV,PDV42,PDV42-00,3,7,5,1873,15,4083
63241,?.,????,TGV,TGV35,TGV35-35,3,6,4,1873,25,4084
63255,?.,???????,VID,VID33,VID33-00,3,5,3,1873,05,4085
63269,?.,??????,SHU,SHU21,SHU21-12,3,7,5,1873,27,4086
63272,?.,??????,JAM,JAM03,JAM03-00,3,7,4,1873,28,4087
63286,?.,?????,SLS,SLS10,SLS10-20,3,6,4,1873,18,4088
63296,?.,????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,4089
63301,?.,??????,SZR,SZR31,SZR31-00,3,8,4,1873,23,4090
63313,?.,???????,HKV,HKV18,HKV18-12,3,8,4,1873,26,4091
63327,?.,?????????,LOV,LOV19,LOV19-09,3,6,3,1873,10,4092
63330,?.,????,GAB,GAB12,GAB12-00,3,8,5,1873,07,4093
49312,?.,??????,BLG,BLG33,BLG33-30,3,5,2,1873,01,4094
63344,?.,???????,SZR,SZR36,SZR36-00,3,7,4,1873,23,4095
63358,?.,?????,VID,VID09,VID09-00,3,7,2,1873,05,4096
63361,?.,?????,PVN,PVN37,PVN37-10,3,5,3,1873,14,4097
63375,?.,?????,BGS,BGS18,BGS18-24,3,7,5,1873,02,4098
63392,?.,????????,KRZ,KRZ35,KRZ35-15,3,8,6,1873,08,4099
63402,?.,????????,KRZ,KRZ02,KRZ02-00,3,8,7,1873,08,4100
63416,?.,??????,VTR,VTR04,VTR04-00,3,7,3,1873,04,4101
63427,??.,????,RSE,RSE27,RSE27-00,1,1,1,1873,17,4102
63447,?.,?????????,GAB,GAB12,GAB12-00,3,8,6,1873,07,4103
63450,?.,????? ????,VRC,VRC27,VRC27-00,3,7,5,1873,06,4104
63464,?.,????????,VTR,VTR04,VTR04-00,3,8,5,1873,04,4105
63478,?.,??????????,BGS,BGS08,BGS08-08,3,5,1,1873,02,4106
63481,?.,??????,SML,SML16,SML16-17,3,8,7,1873,20,4107
63495,?.,???????,VTR,VTR13,VTR13-00,3,7,5,1873,04,4108
63505,?.,?????,KRZ,KRZ15,KRZ15-46,3,8,6,1873,08,4109
63519,?.,???????,PER,PER08,PER08-00,3,8,7,1873,13,4110
63522,?.,??????,SFO,SFO20,SFO20-00,3,8,7,1873,22,4111
63542,?.,??????,BLG,BLG33,BLG33-00,3,7,3,1873,01,4112
63553,?.,??????,PDV,PDV12,PDV12-00,3,7,4,1873,15,4113
63567,?.,?????? ??????,PDV,PDV12,PDV12-12,3,5,3,1873,15,4114
63570,?.,??????,SZR,SZR12,SZR12-13,3,5,5,1873,23,4115
63584,?.,????????,HKV,HKV18,HKV18-00,3,8,4,1873,26,4116
63598,?.,??????,BGS,BGS18,BGS18-25,3,5,3,1873,02,4117
63608,?.,??????,KNL,KNL29,KNL29-00,3,8,7,1873,09,4118
63611,?.,???,KRZ,KRZ08,KRZ08-12,3,8,5,1873,08,4119
63639,?.,???????,TGV,TGV22,TGV22-55,3,7,5,1873,25,4120
63690,?.,????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,4121
63668,?.,??????,RSE,RSE33,RSE33-07,3,5,1,1873,17,4122
63673,?.,?????????,GAB,GAB29,GAB29-24,3,5,4,1873,07,4123
65019,?.,????,VAR,VAR16,VAR16-00,3,7,2,1873,03,4124
65022,?.,?????,RAZ,RAZ16,RAZ16-09,3,6,4,1873,16,4125
65036,?.,??????,JAM,JAM25,JAM25-00,3,7,4,1873,28,4126
65047,?.,????????,KNL,KNL29,KNL29-00,3,8,8,1873,09,4127
65067,?.,??????,TGV,TGV24,TGV24-29,3,6,3,1873,25,4128
65070,?.,???????,PVN,PVN11,PVN11-06,3,5,3,1873,14,4129
65084,?.,???????,PER,PER08,PER08-00,3,8,7,1873,13,4130
65098,?.,????????,KRZ,KRZ21,KRZ21-00,3,8,5,1873,08,4131
65108,?.,??????,BLG,BLG52,BLG52-12,3,6,6,1873,01,4132
65111,?.,??????,BGS,BGS23,BGS23-00,3,7,5,1873,02,4133
65125,?.,??????,VAR,VAR01,VAR01-00,3,7,2,1873,03,4134
65139,??.,??????,PDV,PDV28,PDV28-00,1,4,3,1873,15,4135
65142,?.,????????,KNL,KNL29,KNL29-00,3,8,8,1873,09,4136
65156,?.,???????,HKV,HKV32,HKV32-16,3,8,5,1873,26,4137
65162,?.,????????,GAB,GAB12,GAB12-00,3,8,4,1873,07,4138
65173,?.,?????,VID,VID01,VID01-00,3,7,6,1873,05,4139
65187,?.,?????????,SHU,SHU30,SHU30-18,3,6,2,1873,27,4140
65190,?.,????????,KRZ,KRZ15,KRZ15-00,3,8,5,1873,08,4141
65200,?.,??????????,VTR,VTR04,VTR04-31,3,5,3,1873,04,4142
65214,?.,????????,KRZ,KRZ14,KRZ14-34,3,7,5,1873,08,4143
65228,?.,?????????,KRZ,KRZ14,KRZ14-35,3,8,6,1873,08,4144
65231,??.,???????,SFO,SFO39,SFO39-00,1,2,7,1873,22,4145
65245,?.,??????????,KNL,KNL48,KNL48-13,3,5,6,1873,09,4146
65259,?.,????????,VAR,VAR05,VAR05-00,3,8,3,1873,03,4147
65262,?.,????????,VTR,VTR04,VTR04-00,3,8,6,1873,04,4148
65276,?.,??????,RAZ,RAZ29,RAZ29-00,3,4,5,1873,16,4149
65288,?.,????????? ???????,BLG,BLG33,BLG33-00,3,8,3,1873,01,4150
00374,?.,?????????,DOB,DOB15,DOB15-00,3,7,4,1873,24,4151
65293,?.,?????????,BLG,BLG33,BLG33-37,3,6,7,1873,01,4152
65303,?.,?????????,SLV,SLV20,SLV20-33,3,5,3,1873,19,4153
65317,?.,?????????,SZR,SZR31,SZR31-00,3,7,3,1873,23,4154
65320,?.,??????????,PVN,PVN21,PVN21-12,3,7,1,1873,14,4155
65334,??.,?????????,BLG,BLG40,BLG40-00,1,2,4,1873,01,4156
65348,?.,????????,RSE,RSE27,RSE27-11,3,5,1,1873,17,4157
65351,?.,???-???????,BGS,BGS09,BGS09-00,3,7,4,1873,02,4158
65365,??.,???????? ????,KNL,KNL41,KNL41-00,1,4,7,1873,09,4159
65379,?.,????????,KNL,KNL41,KNL41-03,3,5,7,1873,09,4160
65396,?.,???????,VRC,VRC28,VRC28-00,3,8,2,1873,06,4161
65406,?.,????????,JAM,JAM22,JAM22-00,3,7,3,1873,28,4162
65419,?.,???????,SFO,SFO10,SFO10-00,3,6,6,1873,22,4163
65437,?.,?????,PAZ,PAZ19,PAZ19-23,3,5,4,1873,12,4164
65440,?.,???????,BLG,BLG42,BLG42-00,3,4,7,1873,01,4165
65454,?.,????,KRZ,KRZ15,KRZ15-41,3,8,5,1873,08,4166
65468,?.,????,PAZ,PAZ19,PAZ19-00,3,7,5,1873,12,4167
65485,?.,???????,HKV,HKV11,HKV11-16,3,8,6,1873,26,4168
65499,?.,???????,SLV,SLV24,SLV24-07,3,5,5,1873,19,4169
65509,?.,????????,RSE,RSE13,RSE13-12,3,5,3,1873,17,4170
65512,?.,????????,KRZ,KRZ16,KRZ16-13,3,8,4,1873,08,4171
65526,?.,??????,PDV,PDV07,PDV07-00,3,7,6,1873,15,4172
65534,?.,????? ?????,PAZ,PAZ08,PAZ08-14,3,5,8,1873,12,4173
11538,??.,????? ????,BGS,BGS15,BGS15-02,1,4,2,1873,02,4174
65543,?.,????? ??????,DOB,DOB17,DOB17-00,3,7,2,1873,24,4175
35016,?.,???????,KRZ,KRZ14,KRZ14-00,3,8,5,1873,08,4176
65557,?.,???????,TGV,TGV24,TGV24-30,3,6,3,1873,25,4177
65560,?.,????????,BGS,BGS06,BGS06-00,3,7,2,1873,02,4178
65574,?.,????????,HKV,HKV09,HKV09-00,3,8,4,1873,26,4179
65588,?.,????????,HKV,HKV32,HKV32-00,3,7,4,1873,26,4180
65591,?.,??????,PER,PER22,PER22-00,3,7,6,1873,13,4181
65601,?.,????????????,SOF,SOF46,SOF46-47,3,4,6,1873,21,4182
65615,?.,?????????,SLS,SLS15,SLS15-09,3,8,3,1878,18,4183
65629,?.,?????????,HKV,HKV30,HKV30-22,3,7,5,1873,26,4184
65632,?.,???????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,4185
65646,?.,????????,KRZ,KRZ02,KRZ02-20,3,7,7,1873,08,4186
65650,?.,???????,RAZ,RAZ14,RAZ14-18,3,6,4,1873,16,4187
65663,?.,??????,SFO,SFO43,SFO43-29,3,5,7,1873,22,4188
65677,??.,??????????,HKV,HKV28,HKV28-00,1,2,2,1873,26,4189
65680,?.,????????? ???,GAB,GAB05,GAB05-00,3,8,6,1873,07,4190
65704,?.,???????,HKV,HKV11,HKV11-20,3,6,4,1873,26,4191
65721,?.,????????,HKV,HKV29,HKV29-06,3,7,3,1873,26,4192
65735,?.,??????,GAB,GAB35,GAB35-00,3,8,6,1873,07,4193
65752,?.,????????,TGV,TGV02,TGV02-00,3,8,6,1873,25,4194
65766,??.,??????,VTR,VTR28,VTR28-00,1,2,2,1873,04,4195
65783,?.,???????,BGS,BGS08,BGS08-09,3,6,1,1873,02,4196
65797,?.,???????,KRZ,KRZ21,KRZ21-06,3,7,5,1873,08,4197
65807,?.,???????,PAZ,PAZ32,PAZ32-00,3,7,5,1873,12,4198
65810,?.,???????,SZR,SZR36,SZR36-11,3,5,4,1873,23,4199
65824,?.,???????,DOB,DOB15,DOB15-00,3,7,3,1873,24,4200
65838,?.,????????,SZR,SZR27,SZR27-00,3,7,3,1873,23,4201
65841,?.,???????????,KRZ,KRZ35,KRZ35-21,3,7,6,1873,08,4202
65855,?.,?????????,TGV,TGV02,TGV02-00,3,8,5,1873,25,4203
65869,??.,?????,SFO,SFO43,SFO43-00,1,3,6,1873,22,4204
65872,?.,?????,SFO,SFO34,SFO34-00,3,8,4,1873,22,4205
65886,?.,?????,RAZ,RAZ16,RAZ16-10,3,5,4,1873,16,4206
65890,?.,?????????,KRZ,KRZ16,KRZ16-34,3,8,6,1873,08,4207
65906,?.,????????,DOB,DOB20,DOB20-00,3,7,3,1873,24,4208
65913,?.,???????,DOB,DOB20,DOB20-14,3,7,3,1873,24,4209
65927,??.,????????,GAB,GAB29,GAB29-00,1,2,3,1873,07,4210
65930,?.,???????,BLG,BLG49,BLG49-00,3,8,7,1873,01,4211
65944,?.,???????,KRZ,KRZ21,KRZ21-20,3,7,5,1873,08,4212
65958,?.,?????????,SLV,SLV11,SLV11-00,3,8,5,1873,19,4213
65961,?.,???????,KRZ,KRZ21,KRZ21-21,3,7,5,1873,08,4214
70771,?.,????????,KRZ,KRZ02,KRZ02-00,3,8,6,1873,08,4215
65975,?.,?????????,KRZ,KRZ16,KRZ16-31,3,6,4,1873,08,4216
65989,?.,??????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,4217
65992,?.,??????,RAZ,RAZ17,RAZ17-21,3,6,5,1873,16,4218
66007,?.,????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,4219
66010,?.,?????????,VTR,VTR04,VTR04-00,3,8,6,1873,04,4220
66024,?.,???????,KRZ,KRZ14,KRZ14-35,3,8,6,1873,08,4221
66038,?.,????????,SLS,SLS10,SLS10-21,3,5,4,1873,18,4222
70723,?.,?????????,VRC,VRC31,VRC31-06,3,5,2,1873,06,4223
66041,?.,??????????,SLV,SLV20,SLV20-34,3,5,4,1873,19,4224
66055,?.,??????,BLG,BLG03,BLG03-00,3,7,6,1873,01,4225
66069,?.,??????,SML,SML31,SML31-00,3,8,8,1873,20,4226
70799,?.,??????,GAB,GAB29,GAB29-00,3,7,5,1873,07,4227
66072,?.,??????? ???,PER,PER32,PER32-00,3,7,7,1873,13,4228
66086,?.,?????? ??????,HKV,HKV18,HKV18-00,3,8,5,1873,26,4229
66103,?.,?????,SZR,SZR22,SZR22-00,3,8,7,1873,23,4231
66113,?.,?????,DOB,DOB17,DOB17-00,3,7,3,1873,24,4232
66127,?.,?????,PDV,PDV28,PDV28-10,3,7,3,1873,15,4233
66130,?.,?????,SML,SML09,SML09-11,3,6,8,1873,20,4234
66144,?.,???????,SFO,SFO20,SFO20-06,3,8,7,1873,22,4235
66158,?.,???????????,RSE,RSE27,RSE27-07,3,5,3,1873,17,4236
66161,?.,???????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,4237
66175,?.,???????,TGV,TGV02,TGV02-00,3,7,5,1873,25,4238
66189,?.,????????,VTR,VTR04,VTR04-00,3,8,6,1873,04,4239
66202,?.,?????????,PAZ,PAZ29,PAZ29-12,3,5,5,1873,12,4240
66216,?.,??????,GAB,GAB29,GAB29-25,3,6,5,1873,07,4241
66229,??.,??????,RSE,RSE05,RSE05-08,1,5,3,1873,17,4242
66233,?.,????????,HKV,HKV18,HKV18-00,3,8,4,1873,26,4243
66247,?.,???????,BLG,BLG44,BLG44-00,3,8,7,1873,01,4244
66250,?.,???????,DOB,DOB03,DOB03-14,3,6,4,1873,24,4245
70785,?.,?????,KRZ,KRZ21,KRZ21-16,3,8,6,1873,08,4246
66264,??.,?????????,PAZ,PAZ29,PAZ29-00,1,3,4,1873,12,4247
16184,?.,????????????,MON,MON11,MON11-03,3,5,2,1873,11,4248
66278,?.,????????????,VID,VID16,VID16-00,3,7,2,1873,05,4249
66281,?.,????????????,DOB,DOB17,DOB17-15,3,6,2,1873,24,4250
66295,?.,??????,RAZ,RAZ16,RAZ16-11,3,6,3,1873,16,4251
66319,?.,????????,PAZ,PAZ04,PAZ04-06,3,5,6,1873,12,4252
66336,?.,??????????,KRZ,KRZ16,KRZ16-19,3,8,5,1873,08,4253
66344,?.,????? ?????,GAB,GAB35,GAB35-04,3,8,6,1873,07,4254
66353,?.,??????,SHU,SHU22,SHU22-00,3,8,5,1873,27,4255
66398,?.,??? ????????,HKV,HKV11,HKV11-00,3,8,2,1873,26,4256
66370,?.,???? ????,HKV,HKV28,HKV28-00,3,7,3,1873,26,4257
66384,?.,??????,SML,SML31,SML31-00,3,7,8,1873,20,4258
66408,?.,??????,BGS,BGS09,BGS09-00,3,7,3,1873,02,4259
66411,?.,?????,HKV,HKV30,HKV30-30,3,7,5,1873,26,4260
66425,??.,????????,SLS,SLS31,SLS31-00,1,2,1,1873,18,4261
47278,??.,????????????,HKV,HKV29,HKV29-00,1,3,3,1873,26,4262
66439,?.,??????????,PAZ,PAZ29,PAZ29-13,3,5,5,1873,12,4263
66456,?.,?????????,JAM,JAM25,JAM25-00,3,6,3,1873,28,4264
66460,??.,???????,BLG,BLG44,BLG44-00,1,3,4,1873,01,4265
66473,?.,?????????,VID,VID09,VID09-00,3,6,2,1873,05,4266
66487,?.,????????,HKV,HKV32,HKV32-13,3,6,3,1873,26,4267
66490,?.,??????,VAR,VAR01,VAR01-12,3,5,1,1873,03,4268
66500,?.,????????,KRZ,KRZ21,KRZ21-22,3,7,5,1873,08,4269
66528,?.,?????????,BGS,BGS13,BGS13-00,3,6,2,1873,02,4270
66531,?.,???? ???,SHU,SHU18,SHU18-10,3,6,5,1873,27,4271
70737,?.,???? ????,PDV,PDV01,PDV01-00,3,8,8,1873,15,4272
80296,?.,???? ???,BGS,BGS18,BGS18-34,3,7,5,1873,02,4273
66545,?.,???????,KRZ,KRZ15,KRZ15-38,3,8,6,1873,08,4274
66559,?.,????????,PAZ,PAZ19,PAZ19-25,3,5,3,1873,12,4275
66562,?.,??????,KRZ,KRZ02,KRZ02-21,3,8,7,1873,08,4276
66576,?.,????? ?????,VRC,VRC32,VRC32-06,3,7,4,1873,06,4277
66585,?.,????? ??????,BGS,BGS06,BGS06-00,3,8,3,1873,02,4278
66593,?.,???? ????,RAZ,RAZ17,RAZ17-22,3,5,5,1873,16,4279
66603,?.,?????,KRZ,KRZ16,KRZ16-32,3,6,5,1873,08,4280
70809,?.,?????,KRZ,KRZ08,KRZ08-09,3,8,6,1873,08,4281
66617,?.,????????,VRC,VRC05,VRC05-00,3,7,3,1873,06,4282
66620,?.,????????,DOB,DOB12,DOB12-00,3,8,3,1873,24,4283
66634,?.,????????,HKV,HKV19,HKV19-00,3,7,5,1873,26,4284
66648,?.,????????,PER,PER22,PER22-00,3,7,6,1873,13,4285
66651,?.,??????,PDV,PDV26,PDV26-00,3,8,8,1873,15,4286
66665,?.,??????,SLS,SLS32,SLS32-00,3,5,2,1873,18,4287
66679,?.,??????,JAM,JAM03,JAM03-00,3,8,5,1873,28,4288
66682,?.,?????,BGS,BGS23,BGS23-19,3,8,5,1873,02,4289
66696,?.,?????,SLS,SLS10,SLS10-00,3,7,4,1873,18,4290
66706,?.,??????,BGS,BGS18,BGS18-26,3,6,3,1873,02,4291
66716,?.,??????,KRZ,KRZ15,KRZ15-00,3,8,5,1873,08,4292
66723,?.,???????,KRZ,KRZ08,KRZ08-15,3,8,5,1873,08,4293
66737,?.,???????,JAM,JAM25,JAM25-35,3,6,3,1873,28,4294
66740,?.,???????,KRZ,KRZ16,KRZ16-33,3,7,4,1873,08,4295
66754,?.,?????? ?????,KRZ,KRZ16,KRZ16-34,3,7,6,1873,08,4296
66768,?.,???????,GAB,GAB12,GAB12-00,3,8,5,1873,07,4297
66771,?.,??????????,LOV,LOV02,LOV02-00,3,8,5,1873,10,4298
66785,?.,??????,BLG,BLG40,BLG40-37,3,5,3,1873,01,4299
66799,?.,?????????,LOV,LOV18,LOV18-00,3,7,4,1873,10,4300
66809,?.,?????????,PDV,PDV26,PDV26-00,3,8,8,1873,15,4301
66812,?.,?????????,SLV,SLV20,SLV20-35,3,7,3,1873,19,4302
66826,?.,?????????,SZR,SZR24,SZR24-09,3,6,6,1873,23,4303
66831,?.,?????????,HKV,HKV09,HKV09-21,3,7,3,1873,26,4304
66843,?.,??????,VID,VID16,VID16-00,3,8,4,1873,05,4305
66857,?.,????????,GAB,GAB35,GAB35-00,3,8,6,1873,07,4306
66860,?.,????????,SFO,SFO07,SFO07-11,3,5,5,1873,22,4307
66874,?.,?????????,BLG,BLG13,BLG13-00,3,7,7,1873,01,4308
66888,?.,??????,KNL,KNL05,KNL05-00,3,8,6,1873,09,4309
66891,?.,????????,KNL,KNL29,KNL29-00,3,7,6,1873,09,4310
66901,?.,?????,BLG,BLG33,BLG33-39,3,5,5,1873,01,4311
66915,?.,???????,PDV,PDV17,PDV17-14,3,5,3,1873,15,4312
66929,?.,????????,KRZ,KRZ16,KRZ16-35,3,7,5,1873,08,4313
66932,?.,????????,HKV,HKV11,HKV11-00,3,7,2,1873,26,4314
66946,?.,????????,DOB,DOB15,DOB15-00,3,7,4,1873,24,4315
66963,?.,??????????,VAR,VAR24,VAR24-17,3,7,3,1873,03,4316
66977,?.,??????????,GAB,GAB12,GAB12-00,3,8,5,1873,07,4317
66980,?.,??????????,JAM,JAM07,JAM07-12,3,8,4,1873,28,4318
66957,?.,????????,SML,SML31,SML31-00,3,6,8,1873,20,4319
67009,?.,?????????,PAZ,PAZ29,PAZ29-14,3,6,6,1873,12,4320
67012,?.,?????????,PVN,PVN10,PVN10-13,3,6,2,1873,14,4321
67043,?.,????????,MON,MON29,MON29-17,3,7,4,1873,11,4322
67057,?.,????????,LOV,LOV36,LOV36-00,3,8,5,1873,10,4323
67060,?.,???????,LOV,LOV18,LOV18-23,3,6,4,1873,10,4324
67074,?.,????????,SZR,SZR04,SZR04-00,3,8,5,1873,23,4325
67088,??.,?????????,PVN,PVN24,PVN24-20,1,4,3,1873,14,4326
67091,?.,?????????,TGV,TGV24,TGV24-31,3,6,4,1873,25,4327
67101,?.,?????????,HKV,HKV33,HKV33-19,3,6,3,1873,26,4328
67115,?.,????????,BGS,BGS23,BGS23-19,3,6,4,1873,02,4329
67129,?.,?????? ????,VAR,VAR16,VAR16-00,3,8,3,1873,03,4330
67132,?.,?????????,KRZ,KRZ15,KRZ15-29,3,8,5,1873,08,4331
67146,?.,??????,HKV,HKV28,HKV28-00,3,7,3,1873,26,4332
67154,?.,?????? ????????,SZR,SZR31,SZR31-00,3,7,2,1873,23,4333
67163,?.,????????,PER,PER08,PER08-00,3,7,7,1873,13,4334
67177,?.,???????,JAM,JAM25,JAM25-00,3,7,3,1873,28,4335
67180,?.,????? ????,VID,VID09,VID09-29,3,6,1,1873,05,4336
67194,?.,?????????,VID,VID09,VID09-30,3,6,1,1873,05,4337
67218,?.,???????,LOV,LOV18,LOV18-24,3,6,4,1873,10,4338
67221,?.,???????,MON,MON02,MON02-00,3,7,5,1873,11,4339
67235,?.,???????,PDV,PDV13,PDV13-23,3,5,5,1873,15,4340
67249,?.,???????,SLS,SLS32,SLS32-00,3,8,2,1873,18,4341
67252,?.,???????,KNL,KNL05,KNL05-08,3,6,5,1873,09,4342
67266,?.,???????,PER,PER22,PER22-00,3,8,7,1873,13,4343
67270,?.,??????,BLG,BLG42,BLG42-11,3,5,6,1873,01,4344
67283,?.,??????,SHU,SHU11,SHU11-15,3,7,5,1873,27,4345
67297,?.,????????,KRZ,KRZ15,KRZ15-39,3,7,5,1873,08,4346
67307,?.,?????????,BGS,BGS12,BGS12-00,3,8,5,1873,02,4347
67310,?.,???????,MON,MON24,MON24-00,3,7,2,1873,11,4348
67324,?.,??????,LOV,LOV18,LOV18-00,3,7,4,1873,10,4349
67338,??.,??????,SLV,SLV20,SLV20-00,1,1,4,1873,19,4350
70812,?.,????????,DOB,DOB15,DOB15-00,3,7,4,1873,24,4351
67341,?.,???????,SZR,SZR22,SZR22-02,3,8,6,1873,23,4352
67355,?.,??????,SML,SML02,SML02-00,3,8,7,1873,20,4353
67369,?.,????????,BLG,BLG28,BLG28-05,3,5,3,1873,01,4354
67372,??.,????????,SFO,SFO45,SFO45-00,1,3,6,1873,22,4355
67444,??.,????? ????,RSE,RSE33,RSE33-00,1,4,1,1873,17,4356
67386,?.,????????,MON,MON26,MON26-04,3,7,3,1873,11,4357
67395,?.,?????????,VTR,VTR14,VTR14-00,3,8,4,1873,04,4358
67400,?.,?????????,VID,VID01,VID01-00,3,8,4,1873,05,4359
67413,?.,???????,BGS,BGS06,BGS06-00,3,8,4,1873,02,4360
67427,?.,???????,GAB,GAB35,GAB35-00,3,8,6,1873,07,4361
67430,?.,???????,SML,SML31,SML31-41,3,8,8,1873,20,4362
67458,?.,????????,PER,PER51,PER51-00,3,8,7,1873,13,4363
67461,?.,?????????,KNL,KNL29,KNL29-39,3,5,6,1873,09,4364
67475,?.,??????,VTR,VTR22,VTR22-17,3,7,3,1873,04,4365
67489,?.,????????,VAR,VAR02,VAR02-21,3,6,3,1873,03,4366
67492,?.,?????????,TGV,TGV02,TGV02-00,3,8,5,1873,25,4367
67502,?.,??????????,KRZ,KRZ08,KRZ08-16,3,7,5,1873,08,4368
67516,?.,??????,PAZ,PAZ32,PAZ32-00,3,7,5,1873,12,4369
67526,?.,??????,SLS,SLS31,SLS31-14,3,7,1,1873,18,4370
67533,?.,????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,4371
67547,?.,??????,SML,SML31,SML31-30,3,5,7,1873,20,4372
67550,?.,????,DOB,DOB29,DOB29-00,3,8,2,1873,24,4373
67564,?.,??????????,MON,MON07,MON07-08,3,7,3,1873,11,4374
67578,?.,??????????,RSE,RSE05,RSE05-09,3,5,4,1873,17,4375
67581,?.,?????????,HKV,HKV33,HKV33-00,3,7,3,1873,26,4376
67595,?.,?????? ???,PER,PER19,PER19-00,3,8,7,1873,13,4377
32603,?.,???????,BLG,BLG53,BLG53-04,3,6,7,1873,01,4378
67619,?.,?????????,KNL,KNL31,KNL31-00,3,8,6,1873,09,4379
