ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
00000,,????????? ???: 28.4.2015 ?.?.,,,,,,,,,
00014,?.,????????,BLG,BLG52,BLG52-01,3,5,6,1873,01,1
00028,?.,????????,LOV,LOV18,LOV18-00,3,7,5,1873,10,2
00881,?.,????????,PAZ,PAZ08,PAZ08-01,3,7,8,1873,12,3
00031,?.,?????,DOB,DOB20,DOB20-00,3,7,3,1873,24,4
00059,?.,????????,BLG,BLG53,BLG53-01,3,5,7,1873,01,5
00062,?.,????????,KRZ,KRZ02,KRZ02-00,3,8,6,1873,08,6
00084,?.,?????,VAR,VAR01,VAR01-00,3,5,4,1873,03,7
00093,?.,?????,KRZ,KRZ15,KRZ15-01,3,6,6,1873,08,8
00103,?.,???????,GAB,GAB29,GAB29-01,3,7,5,1873,07,9
00117,?.,????????,GAB,GAB35,GAB35-00,3,8,6,1873,07,10
00895,?.,???????,SLS,SLS31,SLS31-01,3,4,1,1873,18,11
00148,?.,??????,KRZ,KRZ16,KRZ16-23,3,5,4,1873,08,12
00151,??.,?????,BGS,BGS01,BGS01-00,1,2,2,1873,02,13
00165,?.,??????????,PAZ,PAZ04,PAZ04-07,3,6,4,1873,12,14
00179,?.,????????,VID,VID09,VID09-00,3,8,5,1873,05,15
00182,??.,????????,VAR,VAR02,VAR02-00,1,3,3,1873,03,16
00196,?.,????????,SML,SML11,SML11-01,3,7,7,1873,20,17
00206,?.,???????,KRZ,KRZ08,KRZ08-00,3,8,5,1873,08,18
00215,?.,????????,TGV,TGV35,TGV35-00,3,7,3,1873,25,19
00223,?.,???????????,SFO,SFO45,SFO45-01,3,5,6,1873,22,20
00254,?.,????? ?????????????,PAZ,PAZ19,PAZ19-01,3,5,4,1873,12,21
00237,?.,???????,VTR,VTR28,VTR28-01,3,6,2,1873,04,22
00240,?.,???????,SLS,SLS01,SLS01-01,3,6,4,1873,18,23
00268,?.,???????????,DOB,DOB20,DOB20-00,3,8,3,1873,24,24
00271,?.,????????????,BGS,BGS17,BGS17-00,3,7,2,1873,02,25
00285,?.,????????????,VTR,VTR28,VTR28-00,3,7,2,1873,04,26
00299,?.,????????????,LOV,LOV18,LOV18-02,3,5,3,1873,10,27
00309,?.,????????????,SZR,SZR24,SZR24-01,3,5,5,1873,23,28
00312,?.,????????????,TGV,TGV35,TGV35-00,3,7,5,1873,25,29
00326,?.,????????????,HKV,HKV34,HKV34-00,3,7,4,1873,26,30
00330,?.,????????????,SHU,SHU25,SHU25-00,3,8,4,1873,27,31
00343,?.,????????????,JAM,JAM22,JAM22-00,3,7,3,1873,28,32
00360,?.,?????????? ????????????,DOB,DOB12,DOB12-00,3,8,2,1873,24,33
83421,?.,??????????,PAZ,PAZ08,PAZ08-14,3,7,8,1873,12,34
00388,?.,?????????,SML,SML31,SML31-01,3,8,8,1873,20,35
00391,?.,?????,SFO,SFO39,SFO39-00,3,7,7,1873,22,36
00401,?.,???????,VRC,VRC08,VRC08-01,3,6,2,1873,06,37
00415,??.,???????,SLS,SLS01,SLS01-00,1,4,3,1873,18,38
00429,?.,?????,DOB,DOB15,DOB15-02,3,7,4,1873,24,39
00446,?.,????? ???????,HKV,HKV19,HKV19-01,3,6,5,1873,26,40
00432,?.,?????????,DOB,DOB27,DOB27-00,3,7,4,1873,24,41
00456,?.,???????,GAB,GAB05,GAB05-00,3,8,6,1873,07,42
00480,?.,?????,PDV,PDV43,PDV43-01,3,5,5,1873,15,43
00494,?.,????????,SLS,SLS34,SLS34-00,3,8,3,1873,18,44
00919,?.,????????,VID,VID09,VID09-02,3,6,1,1873,05,45
00504,?.,?????,SFO,SFO54,SFO54-00,3,5,7,1873,22,46
00518,??.,????????,TGV,TGV02,TGV02-00,1,4,5,1873,25,47
00521,?.,??????,VTR,VTR13,VTR13-00,3,8,6,1873,04,48
00549,?.,????????,SFO,SFO10,SFO10-01,3,5,6,1873,22,49
00552,?.,????????,SZR,SZR07,SZR07-00,3,7,3,1873,23,50
00566,?.,????????,TGV,TGV24,TGV24-01,3,7,4,1873,25,51
00571,?.,???????,PAZ,PAZ19,PAZ19-02,3,6,4,1873,12,52
00905,?.,???????,KRZ,KRZ14,KRZ14-46,3,7,5,1873,08,53
52218,??.,???????,LOV,LOV02,LOV02-00,1,4,6,1873,10,54
00583,?.,????????,VTR,VTR04,VTR04-00,3,4,5,1873,04,55
00597,?.,????,SML,SML31,SML31-01,3,6,8,1873,20,56
00607,??.,??????,KRZ,KRZ02,KRZ02-00,1,3,6,1873,08,57
00610,?.,?????,PER,PER08,PER08-00,3,8,7,1873,13,58
00624,?.,???????,VAR,VAR16,VAR16-00,3,8,2,1873,03,59
00638,?.,????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,60
00641,?.,??????????,GAB,GAB35,GAB35-00,3,8,6,1873,07,61
00655,?.,?????????,SZR,SZR31,SZR31-00,3,7,4,1873,23,62
00669,?.,????????,SML,SML16,SML16-00,3,8,7,1873,20,63
00672,?.,?????,VID,VID16,VID16-01,3,5,2,1873,05,64
00697,?.,????,SZR,SZR24,SZR24-02,3,7,5,1873,23,65
00702,??.,??????????,PDV,PDV01,PDV01-00,1,2,4,1873,15,66
00713,?.,????????,SLV,SLV16,SLV16-01,3,6,3,1873,19,67
00730,?.,???????,VTR,VTR31,VTR31-01,3,6,3,1873,04,68
00744,?.,???????,PVN,PVN21,PVN21-00,3,7,2,1873,14,69
00758,?.,???????,JAM,JAM25,JAM25-00,3,8,3,1873,28,70
00761,?.,????????,PVN,PVN16,PVN16-01,3,5,2,1873,14,71
00775,?.,??????????,BGS,BGS09,BGS09-00,3,7,2,1873,02,72
00789,?.,??????????,VAR,VAR16,VAR16-02,3,6,2,1873,03,73
00792,?.,??????????,MON,MON26,MON26-01,3,7,3,1873,11,74
00802,?.,??????????,PVN,PVN16,PVN16-02,3,6,2,1873,14,75
63015,?.,????,BGS,BGS21,BGS21-13,3,6,2,1873,02,76
00816,?.,???????,JAM,JAM22,JAM22-00,3,7,3,1873,28,77
00828,?.,?????,KRZ,KRZ21,KRZ21-30,3,7,5,1873,08,78
00833,??.,??????,BGS,BGS17,BGS17-02,1,4,1,1873,02,79
00847,?.,????????,PDV,PDV28,PDV28-00,3,7,3,1873,15,80
00864,?.,????????,KRZ,KRZ02,KRZ02-01,3,8,7,1873,08,81
00878,??.,???????,BGS,BGS13,BGS13-01,1,4,1,1873,02,82
02021,?.,???? ?????,TGV,TGV24,TGV24-00,3,8,5,1873,25,84
02035,?.,?????,PDV,PDV07,PDV07-00,3,8,5,1873,15,85
02049,?.,??????,KNL,KNL04,KNL04-00,3,6,6,1873,09,86
02052,?.,???????? ????,KNL,KNL04,KNL04-00,3,8,6,1873,09,87
07884,?.,???????,LOV,LOV33,LOV33-00,3,7,7,1873,10,88
02066,?.,??????,PER,PER08,PER08-00,3,8,7,1873,13,89
02076,?.,??????,SML,SML31,SML31-30,3,8,8,1873,20,90
02083,?.,??????,RSE,RSE33,RSE33-01,3,6,1,1873,17,91
02097,?.,?????,SLS,SLS31,SLS31-02,3,6,2,1873,18,92
02107,?.,?????,BLG,BLG02,BLG02-01,3,6,8,1873,01,93
02110,?.,?????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,94
02124,?.,?????,KRZ,KRZ16,KRZ16-34,3,8,6,1873,08,95
02138,?.,????????,KNL,KNL29,KNL29-01,3,6,5,1873,09,96
02141,?.,????????,KRZ,KRZ15,KRZ15-02,3,8,6,1873,08,97
02155,?.,????????,KRZ,KRZ21,KRZ21-01,3,7,5,1873,08,98
02169,?.,???????,VTR,VTR13,VTR13-00,3,8,6,1873,04,99
02172,?.,??????,KNL,KNL05,KNL05-00,3,8,7,1873,09,100
02191,?.,??????,VTR,VTR13,VTR13-00,3,8,5,1873,04,102
02207,?.,??????,GAB,GAB05,GAB05-00,3,8,5,1873,07,103
02213,?.,???????,VTR,VTR13,VTR13-00,3,8,7,1873,04,104
02227,?.,??????,PVN,PVN10,PVN10-01,3,6,1,1873,14,105
02230,?.,?????????,PER,PER36,PER36-00,3,8,7,1873,13,106
02244,?.,???????,SHU,SHU11,SHU11-01,3,7,5,1873,27,107
02258,?.,???????,SFO,SFO10,SFO10-00,3,7,7,1873,22,108
02261,?.,????????,KRZ,KRZ35,KRZ35-15,3,8,5,1873,08,109
02289,?.,???????,SFO,SFO43,SFO43-00,3,8,7,1873,22,110
02292,?.,??????????,KRZ,KRZ21,KRZ21-27,3,7,5,1873,08,111
02302,?.,??????????,LOV,LOV34,LOV34-00,3,7,6,1873,10,112
02333,?.,???????,GAB,GAB12,GAB12-00,3,8,5,1873,07,114
02347,?.,????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,115
02350,?.,????????,KNL,KNL48,KNL48-01,3,6,5,1873,09,116
02364,?.,??????,VTR,VTR04,VTR04-02,3,6,5,1873,04,117
02378,?.,??????????,GAB,GAB12,GAB12-00,3,8,5,1873,07,118
02381,?.,???????,BLG,BLG13,BLG13-00,3,7,6,1873,01,119
02395,?.,?????,VID,VID06,VID06-01,3,6,3,1873,05,120
02405,?.,?????,DOB,DOB27,DOB27-02,3,7,4,1873,24,121
02419,?.,?????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,122
02436,?.,??????,HKV,HKV30,HKV30-12,3,7,5,1873,26,123
02453,?.,?????? ??????,PDV,PDV15,PDV15-00,3,8,8,1873,15,124
02448,?.,????????,LOV,LOV34,LOV34-00,3,7,6,1873,10,125
02467,?.,?????????,RAZ,RAZ26,RAZ26-00,3,7,4,1873,16,126
02470,?.,????????,VTR,VTR31,VTR31-00,3,7,4,1873,04,127
02484,?.,????????,DOB,DOB12,DOB12-00,3,8,3,1873,24,128
02498,?.,??????,VTR,VTR13,VTR13-00,3,8,5,1873,04,129
02508,??.,??????,DOB,DOB03,DOB03-00,1,2,2,1873,24,130
02511,?.,?????,SOF,SOF46,SOF46-36,3,6,6,1873,21,131
02539,?.,????????,SFO,SFO20,SFO20-06,3,8,7,1873,22,132
02542,?.,????????,MON,MON02,MON02-00,3,8,4,1873,11,133
02556,?.,??????,GAB,GAB12,GAB12-00,3,8,6,1873,07,134
02563,?.,????????,GAB,GAB35,GAB35-00,3,8,5,1873,07,135
02587,?.,???????,RSE,RSE08,RSE08-01,3,5,3,1873,17,136
44402,?.,??????,SML,SML02,SML02-00,3,5,7,1873,20,137
02590,?.,??????,VRC,VRC10,VRC10-01,3,5,4,1873,06,138
02600,?.,???????,BLG,BLG11,BLG11-01,3,6,6,1873,01,139
02614,?.,??????,PER,PER08,PER08-00,3,8,7,1873,13,140
02628,?.,????????,TGV,TGV02,TGV02-00,3,8,5,1873,25,141
02631,?.,????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,142
02645,?.,?????,PER,PER51,PER51-00,3,8,6,1873,13,143
02659,??.,?????,SOF,SOF46,SOF46-00,1,3,6,1873,21,144
02662,?.,??????,VAR,VAR26,VAR26-00,3,8,5,1873,03,145
02676,??.,??????,BLG,BLG01,BLG01-00,1,3,7,1873,01,146
02689,?.,????????,SFO,SFO20,SFO20-00,3,8,7,1873,22,147
02693,?.,????,BLG,BLG37,BLG37-01,3,5,7,1873,01,148
02703,?.,????,BGS,BGS15,BGS15-00,3,7,3,1873,02,149
02717,?.,????,PAZ,PAZ20,PAZ20-01,3,6,5,1873,12,150
02720,??.,????,PDV,PDV13,PDV13-01,1,4,4,1873,15,151
02734,?.,????,SLV,SLV16,SLV16-02,3,5,4,1873,19,152
02748,?.,????????,KNL,KNL27,KNL27-00,3,5,5,1873,09,153
02751,?.,??????,KRZ,KRZ15,KRZ15-20,3,7,4,1873,08,154
02779,?.,???????,SML,SML10,SML10-01,3,5,8,1873,20,155
02796,?.,?????????,RSE,RSE27,RSE27-01,3,5,1,1873,17,156
02806,?.,????????,BLG,BLG33,BLG33-00,3,8,7,1873,01,157
02810,?.,????,BGS,BGS17,BGS17-03,3,6,3,1873,02,158
02823,?.,?????,VTR,VTR22,VTR22-01,3,6,3,1873,04,159
02837,??.,?????,PAZ,PAZ03,PAZ03-00,1,4,7,1873,12,160
72223,??.,?????????,PER,PER32,PER32-18,1,4,6,1873,13,161
02854,?.,?????,RSE,RSE03,RSE03-01,3,6,2,1873,17,162
02868,?.,?????????,RSE,RSE08,RSE08-02,3,5,4,1873,17,163
02871,?.,??????,DOB,DOB15,DOB15-03,3,6,2,1873,24,164
02885,?.,????????,GAB,GAB29,GAB29-02,3,6,4,1873,07,165
02899,?.,???????,SFO,SFO43,SFO43-00,3,7,6,1873,22,166
02909,?.,???????,LOV,LOV38,LOV38-00,3,7,5,1873,10,167
02912,?.,???????,VRC,VRC21,VRC21-01,3,7,3,1873,06,168
02926,?.,???????,SFO,SFO45,SFO45-00,3,8,6,1873,22,169
02935,?.,????????,LOV,LOV18,LOV18-03,3,6,4,1873,10,170
02943,?.,???????,GAB,GAB35,GAB35-00,3,8,6,1873,07,171
02957,?.,?????? ??????,PVN,PVN21,PVN21-02,3,6,1,1873,14,172
02960,?.,??????,BLG,BLG37,BLG37-02,3,5,7,1873,01,173
02974,?.,???????,PDV,PDV01,PDV01-00,3,6,5,1873,15,174
02991,?.,??????,KRZ,KRZ02,KRZ02-02,3,7,7,1873,08,175
03006,?.,??????,KRZ,KRZ16,KRZ16-01,3,7,5,1873,08,176
03017,?.,??????,SLS,SLS07,SLS07-00,3,7,3,1873,18,177
03023,?.,??????,SZR,SZR23,SZR23-00,3,8,3,1873,23,178
03037,?.,???????,TGV,TGV35,TGV35-03,3,6,4,1873,25,179
03040,?.,??????,DOB,DOB15,DOB15-00,3,8,4,1873,24,180
03054,?.,???????,VTR,VTR13,VTR13-01,3,7,5,1873,04,181
03068,?.,??????,PVN,PVN24,PVN24-01,3,6,4,1873,14,182
03085,?.,??????,PDV,PDV12,PDV12-01,3,6,4,1873,15,183
03099,?.,?????????,PER,PER08,PER08-00,3,7,7,1873,13,184
03109,?.,???????,PDV,PDV13,PDV13-02,3,7,5,1873,15,185
03112,?.,?????,SML,SML09,SML09-01,3,7,8,1873,20,186
03126,?.,???????,SHU,SHU22,SHU22-00,3,8,5,1873,27,187
03132,?.,???????,KRZ,KRZ35,KRZ35-05,3,8,5,1873,08,188
03143,?.,????????,LOV,LOV19,LOV19-01,3,5,3,1873,10,189
03157,?.,????????,DOB,DOB12,DOB12-00,3,8,2,1873,24,190
03174,?.,?????????,DOB,DOB03,DOB03-00,3,6,4,1873,24,191
03188,?.,????????,KRZ,KRZ35,KRZ35-00,3,8,7,1873,08,192
03191,?.,??????,SFO,SFO26,SFO26-00,3,7,6,1873,22,193
03201,?.,?????????,MON,MON29,MON29-00,3,7,3,1873,11,194
03215,?.,??????,DOB,DOB27,DOB27-03,3,5,4,1873,24,195
03229,?.,??????,JAM,JAM25,JAM25-02,3,5,3,1873,28,196
03232,?.,????????,VTR,VTR13,VTR13-00,3,8,6,1873,04,197
03246,?.,????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,198
03561,?.,??? ?????,BLG,BLG53,BLG53-02,3,6,7,1873,01,199
03263,?.,????,VID,VID16,VID16-00,3,7,4,1873,05,200
03280,?.,???? ????,VID,VID09,VID09-03,3,7,5,1873,05,201
03277,?.,????????,PER,PER36,PER36-00,3,8,6,1873,13,202
03294,?.,????????,BLG,BLG33,BLG33-02,3,5,7,1873,01,203
03304,?.,????????,PDV,PDV26,PDV26-01,3,5,4,1873,15,204
03318,?.,??????,DOB,DOB17,DOB17-01,3,7,3,1873,24,205
03321,?.,????? ???,SML,SML31,SML31-00,3,8,7,1873,20,206
03335,?.,???????????,BLG,BLG40,BLG40-00,3,8,5,1873,01,207
03349,?.,????????,BGS,BGS06,BGS06-00,3,8,5,1873,02,208
03366,??.,??????,PVN,PVN03,PVN03-00,1,3,1,1873,14,209
03373,?.,???????,LOV,LOV19,LOV19-02,3,7,5,1873,10,210
03383,?.,???? ????,MON,MON04,MON04-00,3,8,3,1873,11,211
03397,?.,???? ????,MON,MON04,MON04-00,3,7,2,1873,11,212
03407,?.,???? ????,SZR,SZR27,SZR27-00,3,7,3,1873,23,213
03410,?.,???? ???,KRZ,KRZ35,KRZ35-02,3,6,6,1873,08,214
03424,?.,???? ???,HKV,HKV11,HKV11-00,3,8,3,1873,26,215
03438,?.,???? ?????,VRC,VRC10,VRC10-02,3,6,4,1873,06,216
03441,?.,???? ?????,SFO,SFO39,SFO39-02,3,6,8,1873,22,217
24092,?.,???? ???,RAZ,RAZ17,RAZ17-07,3,6,5,1873,16,218
03486,?.,???? ????,LOV,LOV34,LOV34-03,3,6,6,1873,10,219
03499,?.,???? ?????,KRZ,KRZ16,KRZ16-02,3,6,5,1873,08,220
03455,?.,??????,BGS,BGS06,BGS06-00,3,8,2,1873,02,221
03469,?.,???????,MON,MON36,MON36-00,3,7,5,1873,11,222
03472,?.,???????,RAZ,RAZ14,RAZ14-01,3,6,4,1873,16,223
03504,??.,??????,BLG,BLG02,BLG02-00,1,4,7,1873,01,224
03513,?.,??????,GAB,GAB35,GAB35-00,3,8,5,1873,07,225
03527,?.,??????,SLS,SLS34,SLS34-02,3,6,3,1873,18,226
03530,?.,??????,PDV,PDV15,PDV15-00,3,7,7,1873,15,227
03544,?.,??????,HKV,HKV17,HKV17-00,3,7,3,1873,26,228
07960,?.,??????,SFO,SFO20,SFO20-00,3,8,7,1873,22,229
03558,?.,?????,LOV,LOV34,LOV34-00,3,7,6,1873,10,230
03664,?.,???? ????,BLG,BLG03,BLG03-02,3,5,6,1873,01,231
03678,?.,???? ????,VID,VID33,VID33-06,3,6,3,1873,05,232
03575,?.,???????,RAZ,RAZ16,RAZ16-01,3,5,3,1873,16,233
03589,?.,????????,PDV,PDV37,PDV37-01,3,7,5,1873,15,234
03592,??.,??????,PAZ,PAZ04,PAZ04-00,1,3,4,1873,12,235
03602,?.,??????????,VAR,VAR08,VAR08-01,3,5,4,1873,03,236
03616,??.,???????????,VID,VID01,VID01-00,1,3,6,1873,05,237
27440,?.,???????,BGS,BGS17,BGS17-08,3,6,4,1873,02,238
03620,?.,???????,PDV,PDV25,PDV25-01,3,4,3,1873,15,239
03633,?.,????????????,SHU,SHU30,SHU30-00,3,7,4,1873,27,240
03647,?.,?????????,TGV,TGV22,TGV22-01,3,6,5,1873,25,241
03650,?.,??????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,242
03681,?.,?????????,HKV,HKV11,HKV11-01,3,7,6,1873,26,243
03695,?.,??????????,HKV,HKV11,HKV11-00,3,7,3,1873,26,244
03705,?.,?????????,SFO,SFO10,SFO10-03,3,6,6,1873,22,245
03719,??.,????????,VAR,VAR04,VAR04-00,1,3,1,1873,03,246
03722,?.,?????????,MON,MON29,MON29-02,3,7,4,1873,11,247
03745,?.,??????,RSE,RSE37,RSE37-01,3,6,1,1873,17,248
03753,?.,????????,VTR,VTR04,VTR04-00,3,8,6,1873,04,249
03767,?.,??????,SFO,SFO39,SFO39-03,3,7,7,1873,22,250
03770,?.,????????? ????,SFO,SFO39,SFO39-03,3,8,7,1873,22,251
03784,?.,???????,BLG,BLG40,BLG40-00,3,8,7,1873,01,252
03798,?.,?????????,VTR,VTR04,VTR04-03,3,5,5,1873,04,253
03808,?.,????????,RSE,RSE37,RSE37-00,3,7,1,1873,17,254
03811,?.,?????????,VAR,VAR01,VAR01-01,3,6,4,1873,03,255
03825,?.,?????????,KRZ,KRZ14,KRZ14-02,3,5,5,1873,08,256
03839,?.,?????????,PDV,PDV17,PDV17-01,3,5,3,1873,15,257
03842,?.,?????????,SFO,SFO56,SFO56-00,3,7,6,1873,22,258
03856,?.,?????????,SZR,SZR31,SZR31-00,3,7,3,1873,23,259
03860,?.,?????????,DOB,DOB15,DOB15-05,3,6,4,1873,24,260
03873,?.,????????,PER,PER51,PER51-00,3,8,7,1873,13,261
03887,?.,???????,PER,PER19,PER19-00,3,8,7,1873,13,262
03890,?.,???????,SFO,SFO16,SFO16-00,3,8,6,1873,22,263
03900,?.,??????? ?????,SFO,SFO16,SFO16-00,3,8,6,1873,22,264
03914,?.,???????,GAB,GAB29,GAB29-00,3,7,4,1873,07,265
03928,??.,?????????,MON,MON02,MON02-00,1,3,5,1873,11,266
03931,?.,?????????,TGV,TGV24,TGV24-00,3,8,5,1873,25,267
03945,?.,????????,VTR,VTR13,VTR13-00,3,8,6,1873,04,268
03959,?.,????????,BGS,BGS23,BGS23-00,3,8,5,1873,02,269
03962,?.,??????,KNL,KNL29,KNL29-00,3,7,6,1873,09,270
03976,?.,??????,BLG,BLG52,BLG52-02,3,6,6,1873,01,271
03986,?.,????????,KRZ,KRZ35,KRZ35-15,3,8,6,1873,08,272
03993,?.,????????,PVN,PVN10,PVN10-02,3,6,2,1873,14,273
04008,?.,????????,KRZ,KRZ21,KRZ21-00,3,7,6,1873,08,274
04011,?.,???????,VTR,VTR04,VTR04-00,3,8,5,1873,04,275
04025,?.,???????,GAB,GAB35,GAB35-00,3,8,6,1873,07,276
04039,?.,??????,SLV,SLV20,SLV20-00,3,7,3,1873,19,277
04042,?.,???????,PER,PER08,PER08-00,3,8,7,1873,13,278
04056,?.,?????,BGS,BGS18,BGS18-01,3,6,3,1873,02,279
04068,?.,???????,GAB,GAB12,GAB12-00,3,8,5,1873,07,280
04090,?.,????,DOB,DOB17,DOB17-00,3,8,2,1873,24,281
04100,?.,????????,SML,SML31,SML31-00,3,8,8,1873,20,282
04114,?.,??????,SLV,SLV20,SLV20-00,3,7,3,1873,19,283
07836,?.,???????,PAZ,PAZ08,PAZ08-02,3,7,8,1873,12,284
04128,?.,?????,HKV,HKV33,HKV33-01,3,5,2,1873,26,285
04131,?.,???????,RAZ,RAZ16,RAZ16-02,3,5,3,1873,16,286
04145,?.,??????,SLS,SLS01,SLS01-02,3,7,4,1873,18,287
04159,?.,??????,TGV,TGV35,TGV35-00,3,7,3,1873,25,288
04162,?.,?????????,RSE,RSE04,RSE04-00,3,7,4,1873,17,289
04176,?.,???????,BGS,BGS06,BGS06-00,3,7,3,1873,02,290
04193,?.,???????,DOB,DOB20,DOB20-03,3,7,3,1873,24,291
04203,?.,??????????,MON,MON02,MON02-00,3,7,4,1873,11,292
04217,?.,????????,BLG,BLG03,BLG03-00,3,8,6,1873,01,293
04220,?.,????????,KNL,KNL48,KNL48-02,3,5,7,1873,09,294
04234,?.,????????,SOF,SOF46,SOF46-54,3,4,7,1873,21,295
04248,?.,??????????,KRZ,KRZ02,KRZ02-20,3,8,6,1873,08,296
04251,?.,???????,MON,MON29,MON29-04,3,6,4,1873,11,297
04265,?.,???????,SHU,SHU30,SHU30-09,3,8,3,1873,27,298
04279,??.,???????????,BLG,BLG03,BLG03-00,1,1,5,1873,01,299
04282,?.,????????,VTR,VTR31,VTR31-03,3,7,3,1873,04,300
04296,?.,????????,RAZ,RAZ26,RAZ26-02,3,6,4,1873,16,301
04306,?.,??????,KRZ,KRZ15,KRZ15-00,3,8,5,1873,08,302
04314,?.,????????,KNL,KNL05,KNL05-02,3,6,5,1873,09,303
04323,?.,??????,KNL,KNL29,KNL29-00,3,8,8,1873,09,304
04337,?.,??????,SLV,SLV20,SLV20-03,3,5,3,1873,19,305
04340,?.,??????????,PER,PER19,PER19-00,3,8,6,1873,13,306
04354,?.,???????,KNL,KNL48,KNL48-00,3,7,6,1873,09,307
04368,?.,????????,PAZ,PAZ32,PAZ32-00,3,7,5,1873,12,308
04371,?.,?????,KNL,KNL04,KNL04-00,3,8,6,1873,09,309
04399,?.,???????,BLG,BLG52,BLG52-03,3,6,5,1873,01,310
04409,?.,???????,KRZ,KRZ16,KRZ16-25,3,7,5,1873,08,311
04412,?.,???????,BGS,BGS12,BGS12-00,3,8,5,1873,02,312
04426,?.,????????,VAR,VAR01,VAR01-02,3,6,2,1873,03,313
04430,?.,????????,SHU,SHU11,SHU11-02,3,7,5,1873,27,314
04443,?.,???????,SLV,SLV24,SLV24-00,3,8,4,1873,19,315
04457,?.,????????,VAR,VAR24,VAR24-01,3,5,1,1873,03,316
04460,?.,?????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,317
04474,?.,??????,GAB,GAB29,GAB29-00,3,8,6,1873,07,318
04488,?.,???????,GAB,GAB05,GAB05-00,3,8,5,1873,07,319
04491,?.,????????,KNL,KNL29,KNL29-00,3,8,8,1873,09,320
04501,??.,????? ???,KNL,KNL04,KNL04-00,1,3,6,1873,09,321
04515,?.,???????,DOB,DOB03,DOB03-00,3,8,4,1873,24,322
04529,?.,????????,PER,PER36,PER36-00,3,8,6,1873,13,323
04532,??.,????????,KNL,KNL05,KNL05-00,1,4,5,1873,09,324
04546,?.,???,SFO,SFO43,SFO43-00,3,7,7,1873,22,325
14461,?.,???,SFO,SFO43,SFO43-08,3,5,7,1873,22,326
07925,?.,????????,KRZ,KRZ02,KRZ02-04,3,8,6,1873,08,327
04555,?.,????????,GAB,GAB29,GAB29-05,3,6,4,1873,07,328
04563,?.,??????,PDV,PDV13,PDV13-03,3,5,5,1873,15,329
04580,?.,??????,DOB,DOB15,DOB15-00,3,7,4,1873,24,330
04594,?.,?????????,PDV,PDV28,PDV28-02,3,6,3,1873,15,331
04604,?.,?????????,SFO,SFO17,SFO17-00,3,8,6,1873,22,332
04618,?.,???????? ???,PER,PER32,PER32-01,3,6,7,1873,13,333
04621,?.,?????????,BGS,BGS06,BGS06-00,3,8,4,1873,02,334
04635,?.,?????????,SLV,SLV16,SLV16-33,3,7,3,1873,19,335
04649,?.,??????????,SFO,SFO20,SFO20-00,3,8,7,1873,22,336
04652,?.,?????????,VTR,VTR13,VTR13-01,3,8,5,1873,04,337
04666,?.,????????,RAZ,RAZ29,RAZ29-01,3,6,5,1873,16,338
04670,?.,????????,SLS,SLS07,SLS07-02,3,6,3,1873,18,339
04683,?.,???????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,340
04697,?.,???????,PER,PER51,PER51-00,3,8,7,1873,13,341
04707,?.,???????,BLG,BLG42,BLG42-01,3,6,6,1873,01,342
04724,?.,???????,HKV,HKV33,HKV33-00,3,8,5,1873,26,343
04738,?.,??????????,SZR,SZR31,SZR31-03,3,5,4,1873,23,344
04741,?.,?????????,RAZ,RAZ29,RAZ29-02,3,7,5,1873,16,345
04755,?.,??????????,TGV,TGV02,TGV02-00,3,8,4,1873,25,346
04772,?.,????????,SLS,SLS31,SLS31-00,3,8,3,1873,18,347
04786,?.,????????,JAM,JAM22,JAM22-00,3,8,3,1873,28,348
66322,?.,??????????,BLG,BLG33,BLG33-00,3,8,6,1873,01,349
04796,?.,????????,KNL,KNL29,KNL29-04,3,6,7,1873,09,350
04801,?.,????????,SML,SML38,SML38-00,3,7,8,1873,20,351
04813,?.,????????,SFO,SFO26,SFO26-00,3,7,6,1873,22,352
04827,?.,???????,VRC,VRC27,VRC27-01,3,6,4,1873,06,353
04844,?.,???????,HKV,HKV09,HKV09-00,3,7,3,1873,26,354
04861,?.,?????,SML,SML27,SML27-00,3,8,7,1873,20,355
04892,?.,???????,SFO,SFO20,SFO20-00,3,8,7,1873,22,356
04902,?.,?????,KRZ,KRZ16,KRZ16-16,3,8,5,1873,08,357
04916,?.,?????,DOB,DOB27,DOB27-04,3,7,3,1873,24,358
04927,?.,????????,DOB,DOB29,DOB29-00,3,8,1,1873,24,359
04933,?.,???????,BLG,BLG40,BLG40-00,3,8,7,1873,01,360
04947,?.,???????,SLV,SLV20,SLV20-00,3,7,6,1873,19,361
04950,?.,????????,SFO,SFO07,SFO07-00,3,7,5,1873,22,362
04964,?.,?????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,363
04981,?.,???????,RSE,RSE13,RSE13-00,3,7,2,1873,17,364
05009,?.,???????,DOB,DOB17,DOB17-00,3,7,3,1873,24,365
